,original,translation,perturbed1,tq1,p1tq,perturbed2,p2tq,perturbed3,p3tq
1215,"Multe zone din orașele abia extinse nu erau dotate cu canalizare și apa potabilă, ducând la apariția firească a unor boli că holeră.","This appropriation is intended to cover expenditure on studies, meetings of experts, information and publications directly linked to the achievement of the objective of the programme or measures coming under this item, and any other expenditure on technical and administrative assistance not involving public authority tasks.","This appropriation is intended to cover expenditure on studies, meetings of experts, information and publications Bulgaria linked to the achievement of the objective of the programme or measures coming under this item, and any other expenditure on technical and administrative assistance not involving public authority tasks.",0.087713525,0.091203675,"This appropriation is intended to cover expenditure on studies, meetings of experts, information and publications directly linked to the achievement of the objective of the programme or measures coming under this item, and any other expenditure on technical and administrative assistance not involving public authority tasks. Plan",0.087713525,"This appropriation is intended to cover expenditure on studies, meetings of experts, information and publications linked to the achievement of the objective of the programme or measures coming under this item, and any other expenditure on technical and administrative assistance not involving public authority tasks.",0.08831008
1216,"Se estimează că Berlinul are de la 100,000 la 250,000 locuitori neînregistrați.","It is estimated that Berlin has from 100,000 to 250,000 non-registered inhabitants.","It is estimated that Berlin has from 100,000 to river. non-registered inhabitants.",0.91003007,0.6248137,"It is estimated that Berlin has from 100,000 to 250,000 non-registered inhabitants. basis",0.8356639,"It is estimated that Berlin from 100,000 to 250,000 non-registered inhabitants.",0.7292412
1217,"Responsabil pentru îngrijirea camerei memoriale este Mihály Papp, iar a subsecției de etnografie, Endre Szentmiklósi Laczkó.","In charge of care for the memory room, Mihály Papp, and follow-up of ethnography, Endre Szentmiklósi Laczkó.","In charge of care for the memory room, Mihály Papp, and follow-up of proportion Endre Szentmiklósi Laczkó.",0.63696915,0.45807496,"In charge of care for the memory room, Mihály Papp, and follow-up of ethnography, Endre Szentmiklósi Laczkó. bombardment",0.5109181,"In charge of care for the memory room, Mihály and follow-up of ethnography, Endre Szentmiklósi Laczkó.",0.5370512
1218,"RPC este membră a Organizației Națiunilor Unite din anul 1971, când a înlocuit RC în calitate de membru permanent al Consiliului de Securitate al ONU.","The PRC has been a member of the United Nations since 1971, when he replaced the RC as a permanent member of the UN Security Council.","The PRC has been a member towers. the United Nations since 1971, when he replaced the RC as a permanent member of the UN Security Council.",0.7533263,0.60188794,"The PRC has been a member of the United Nations since 1971, when he replaced the RC as a permanent member of the UN Security Council. planet",0.7381399,"The PRC has been a member of United Nations since 1971, when he replaced the RC as a permanent member of the UN Security Council.",0.75477594
1219,"Această linie se întindea de la capul sudic al Liniei Dyle, de la Wavre până la Namur, pe aproximativ 30 km.",This line was running from the southern head of Linia Dyle from Wavre to Namur for approximately 30 km.,Boston line was running from the southern head of Linia Dyle from Wavre to Namur for approximately 30 km.,0.7732498,0.5861833,"This line was running from the southern head of Linia Dyle from Wavre to Namur for approximately 30 km. divisions,",0.6114352,This line was running the southern head of Linia Dyle from Wavre to Namur for approximately 30 km.,0.6619154
1220,"De exemplu, în Turul Marii Britanii, tricoul galben, cel verde și cel alb cu buline roșii au aceleași înțelesuri precum în Turul Franței.","In Great Britain, for example, the yellow T-shirts, green and red-bulleted white have the same meanings as in the Turk of France.","In Great Britain, for example, the yellow T-shirts, green and red-bulleted white have the same meanings as in the Turk concentration France.",0.5359979,0.4880684,"In Great Britain, for example, the yellow T-shirts, green and red-bulleted white have the same meanings as in the Turk of France. Committees",0.49515855,"In Great Britain, for example, the yellow T-shirts, green and red-bulleted white have the same meanings as in the Turk France.",0.5321305
1221,Aliații au ocupat în noiembrie 1942 Morocul în timpul Operațiunii Torța.,Aliases occupied in November 1942 Morodna during Operation Torța.,Aliases occupied in November 1942 Morodna fire Operation Torța.,0.40979862,0.35587218,Aliases occupied in November 1942 Morodna during Operation Torța. 1567.,0.38589188,Aliases occupied in November 1942 Morodna Operation Torța.,0.35428023
1222,"Cifrele general acceptate în acest moment sunt de 27.047 morți, 111.034 răniți și 18.384 dispăruți în acțiune.","The figures generally accepted at the moment are 27.047 dead, 111.034 injured, and 18.384 missing in the action.","The figures generally accepted at the moment are 27.047 dead, 111.034 met.jured, and 18.384 missing in the action.",0.879896,0.64824027,"The figures generally accepted at the moment are 27.047 dead, 111.034 injured, and 18.384 missing in the action. another.",0.72600394,"The figures generally accepted at the moment are 27.047 dead, injured, and 18.384 missing in the action.",0.8624742
1223,"Optzeci la sută din teritoriul Greciei este format din munți și dealuri, ceea ce face țara să fie una dintre cele mai muntoase din Europa.","Eighty per cent of Greece's territory consists of mountains and hills, making the country one of the most mountainous in Europe.","Eighty per cent of Greece's territory drive of mountains and hills, making the country one of the most mountainous in Europe.",0.89359814,0.74152255,"Eighty per cent of Greece's territory consists of mountains and hills, making the country one of the most mountainous in Europe. agglomerations,",0.7389314,"Eighty per cent of Greece's territory consists of mountains and hills, making the country one of the most mountainous Europe.",0.8002735
1224,"După ,,pleout” era un spațiu, cu o laviță, caldă, pe care stăteau copiii sau bunicii.","After that, the Commission decided to adopt a new, transparent, non-discriminatory, transparent decision-making mechanism.","After Luz the Commission decided to adopt a new, transparent, non-discriminatory, transparent decision-making mechanism.",0.09244734,0.092828065,"After that, the Commission decided to adopt a new, transparent, non-discriminatory, transparent decision-making mechanism. membranes",0.09103672,"After that, the Commission decided to adopt a new, transparent, transparent decision-making mechanism.",0.09568201
1225,"Este important să se stabilească o legătură între client și angajat, cunoscută drept managementul relației cu clienții.",It is important to establish a connection between the client and the employee known as the management of the customer relationship.,It is important to Ubico a connection between the client and the employee known as the management of the customer relationship.,0.89879405,0.6713483,It is important to establish a connection between the client and the employee known as the management of the customer relationship. late,0.80454934,It is important to establish a connection between the client and the employee known as the management the customer relationship.,0.78992087
1226,"Comitatele Maramureș, Satmar, Crasna, Solnocul Mijlociu, Bihor, Zarand, Arad, Timiș și Caraș făceau parte din Regatul Ungar.","The Committees of Maramureș, Satmar, Crasna, Middle Solnoc, Bihor, Zarand, Arad, Timiș and Carez formed part of the United Kingdom.","The Committees of Maramureș, Satmar, crosses Middle Solnoc, Bihor, Zarand, Arad, Timiș and Carez formed part of the United Kingdom.",0.6074362,0.53448546,"The Committees of Maramureș, Satmar, Crasna, Middle Solnoc, Bihor, Zarand, Arad, Timiș and Carez formed part of the United Kingdom. annoyed,",0.6074362,"The Committees of Maramureș, Satmar, Middle Solnoc, Bihor, Zarand, Arad, Timiș and Carez formed part of the United Kingdom.",0.4914682
