,original,translation,perturbed1,tq1,p1tq
872,Printre numeroasele sale procese logice se numără raționamentul inductiv și deductiv.,Its numerous logical processes include inductive and deductive reasoning.,Its numerous Changwon processes include inductive and deductive reasoning.,0.8966369,0.50956935
873,Un alt important centru de cercetări este Institutul Paul Scherrer.,Another important research centre is Paul Scherrer's Institute.,Another important research centre is Paul Scherrer's trawl,0.91166073,0.6387989
874,"După ce îl elimină pe Licinius, Constantin se proclamǎ unicul împǎrat al unui imperiu unitar pentru ultima datǎ.","Once it abolishes the Licinius, the Constantin is proclaimed the only atmosphere in the world that is pushed for a latest-time unitary empire.","Once it abolishes grown Licinius, the Constantin is proclaimed the only atmosphere in the world that is pushed for a latest-time unitary empire.",0.39783973,0.363694
875,"De îndată ce chiar un singur element ar pune ordinea generală la îndoială, întreaga ordine este periclitată.","As soon as even one element cast doubt on the general order, the whole order is put at risk.","As sop.; as even one element cast doubt on the general order, the whole order is put at risk.",0.87923425,0.5811381
876,restaurări nu se va mai afla în făpturi nici o rațiune știrbită și,"the restoration will no longer be in the flood, and","the solutions will no longer be in the flood, and",0.3753504,0.3505269
877,"Biserică universală, sau în sufletul fiecărui sfânt, lumina","Universal Church, or the soul of each holy, light","Universal Church, side. the soul of each holy, light",0.5831505,0.52450955
878,Grupul aerian JG 1 a pierdut în total 25 de piloți și 29 de avioane.,The Air Group JG 1 lost a total of 25 pilots and 29 aeroplanes.,"The Air Group spring, 1 lost a total of 25 pilots and 29 aeroplanes.",0.86948884,0.59546244
879,2 blocuri din cartierul Țiglina 4 sunt practic lipite și în ziua de azi.,Two blocks in the neighbourhood of Tiger 4 are practically glued today as well.,Two blocks in the neighbourhood of Tiger 4 are practically glued today Trebia well.,0.46719694,0.37359494
880,Aceste tipuri de scuturi aveau reputația de a putea opri gloanțele de muschete.,These kinds of shields were reputable to stop Muslim bullets.,These kinds of shields were reputable belonged stop Muslim bullets.,0.62301636,0.39347875
881,"Nu este preocupat de cauzele egalității, ci de consecințele acesteia.","He is not concerned about the causes of equality, but about its consequences.","He is not concerned about the forums. of equality, but about its consequences.",0.8661882,0.65571326
882,"În oraș, erau multe ateliere de meșteșugari care erau adunați în bresle.","In the city, there were many craftspeople who were gathered in the baths.","In the city, there were many engage who were gathered in the baths.",0.7406936,0.42530906
883,Cornwallis se afla înconjurat pe uscat de forțe armate net superioare și retragerea pe mare era îndoielnică din cauza flotei franceze.,Cornwallis was surrounded by shore by higher armed forces and the sea withdrawal was doubtful due to the French fleet.,Cornwallis was surrounded by shore by higher armed forces and no sea withdrawal was doubtful due to the French fleet.,0.7876934,0.69855773
884,"10 septembrie 1848 Arderea ""Regulamentului Organic"" în fața mulțimilor adunate în ""Tîrgul de afară"".","10 September 1848 Art of ""Organic Regulation"" before the mulch gathered in the ""Outside îrgul.""","10 September 1848 Art of ""Organic Regulation"" before the mulch gathered in the precious îrgul.""",0.37787533,0.36065814
885,"Noul regim, denumit Republica Helvetică, a fost deosebit de nepopular.","The new regime, called the Helvetic Republic, was particularly unpopular.","The new regime, called the Wang Republic, was particularly unpopular.",0.899158,0.52573735
886,Varietatea de servicii de asistență oferite este cunoscută drept tip de serviciu.,The variety of support services offered is known as the type of service.,declaring variety of support services offered is known as the type of service.,0.8869821,0.6068228
887,"În momentul declanșării invaziei germane pe 10 mai, cea mai mare problemă a armatei olandeze era lipsa acută vehiculelor blindate.","When the German invasion started on 10 May, the biggest problem for the Dutch army was the acute lack of armoured vehicles.","When the German invasion started on 10 May, the biggest problem for the Dutch army was the acute lack of militaristic vehicles.",0.90940696,0.8174416
888,Forțele Uniunii Sovietice au ocupat înainte fluviul și au dat polonezilor care au organizat revolta eticheta de „criminali” în radioemisiuni.,The Soviet Union's forces dealt with the river beforehand and gave Poles who organised the uprising of the chilling of criminals on radio issues.,The Soviet Union's forces dealt with the river beforehEast. and gave Poles who organised the uprising of the chilling of criminals on radio issues.,0.4782909,0.42096508
889,Rusia este unul din cei cinci membri permanenți ai Consiliului de Securitate al ONU.,Russia is one of five permanent members of the UN Security Council.,"Russia is one tenants, five permanent members of the UN Security Council.",0.90560216,0.5190441
890,Agora sau piața publică este cel mai vechi complex civic din antichitate.,Agora or the public market is the oldest civic complex made of antiques.,Agora or beings. public market is the oldest civic complex made of antiques.,0.61384594,0.43227702
891,Despre sistemul nomenclaturii romane știm faptul că acesta era destul de divergent față de astăzi.,"On the Roman nomenclature system, we know that it was quite divergent towards today.","rightthumban the Roman nomenclature system, we know that it was quite divergent towards today.",0.8668649,0.5773036
892,"Numeroși în toate partidele și mișcările revoluționare, evreii au fost abuziv asimilați bolșevicilor de către contrarevoluție.","Numerous parties and revolutionary movements, Jews have been abusively assimilated to sufferers by counter-terrorism.","Numerous parties and Irish movements, Jews have been abusively assimilated to sufferers by counter-terrorism.",0.5596877,0.5188799
893,"lățimea de 10 m, majorată până la 15 m în dreptul absidelor laterale.","a width of 10 m, increased to 15 m in the case of sideways.","a width of 10 m, increased to Cleopathra m in the case of sideways.",0.72056097,0.43159503
894,Luptele aeriene au produs pierderi grele avioanelor de bombardament în picaj Ju 87.,Air fighting caused heavy losses to aircraft drowning bombardment Ju 87.,Air fighting components. heavy losses to aircraft drowning bombardment Ju 87.,0.53986126,0.4318063
895,"Tot ziarul Alegătorul liber, în articolul intitulat Evasiunea n.r.","Also the free voter newspaper, in the article entitled Evasisis n.a.","quarries. the free voter newspaper, in the article entitled Evasisis n.a.",0.5295443,0.41112894
896,În 1961 a fost judecat și după câteva luni a fost găsit vinovat și condamnat la moarte.,In 1961 he was tried and a few months later he was found guilty and sentenced to death.,In 1961 ghtghtness was tried and a few months later he was found guilty and sentenced to death.,0.88901836,0.48928183
897,Mulți cnezi și voievoizi au urcat la rangul nobiliar.,Many believers and voivoids hurt the Chernobyl ranking.,"Many believers and har, hurt the Chernobyl ranking.",0.25019178,0.20450921
898,"Capitala și cel mai mare oraș este Bratislava, iar al doilea cel mai mare oraș este Košice.","The capital and the largest city are Bratislava, and the second largest city is Košice.","The capital and the largest St are Bratislava, and the second largest city is Košice.",0.8556893,0.6422898
899,În Casa Rustică sunt amenajate două încăperi cu obiecte ale culturii materiale populare.,Two rooms with objects of popular material culture are developed in the Rustic House.,Two rooms with objects of popular crowding culture are developed in the Rustic House.,0.6690624,0.4757923
