,original,translation,perturbed1,tq1,p1tq,perturbed2,p2tq
1080,Printre britanicii căzuți la datorie au fost și 60 de piloți de vânătoare.,Among the British people in debt were also 60 hunting pilots.,Among the British people in debt were also 60 hunting soul,0.555458,0.43586752,Among the British people in debt were also 60 hunting pilots. headed,0.47218704
1081,"După gimnaziu, absolvenții pot intra direct în câmpul muncii, sau se pot înscrie la școli profesionale sau licee.","After gymnasium, graduates may enter directly into work, or enter vocational schools or secondary schools.","After gymnasium, graduates may enter directly into wBasick, or enter vocational schools or secondary schools.",0.8689618,0.6138217,"After gymnasium, graduates may enter directly into work, or enter vocational schools or secondary schools. prepared",0.81649137
1082,Epoca dualismului a fost perioada când comunitatea maghiară a încercat să găsească valorile naționale.,The era of dualism was the time when the Hungarian community tried to find national values.,The era of dualism was laying time when the Hungarian community tried to find national values.,0.90663344,0.6628058,"The era of dualism was the time when the Hungarian community tried to find national values. Psi,",0.7463748
1083,În aceste confruntări nu există countout sau descalificări și este permisă folosirea obiectelor străine.,There is no country- or disqualifications in these confrontations and the use of foreign objects is allowed.,There is no country- or disqualifications in these confrontations and the subsidised of foreign objects is allowed.,0.5471361,0.46608087,There is no country- or disqualifications in these confrontations and the use of foreign objects is allowed. 333,0.5335896
1084,"Pe 14 aprilie 1867, cei doi miri părăsesc Rusia, cu intenția de a călători pentru trei luni în Europa.","On 14 April 1867, the two seas leave Russia with the intention of travelling to Europe for three months.","On 14 April 1867, the two seas leave Russia with the gambling of travelling to Europe for three months.",0.4144559,0.3815829,"On 14 April 1867, the two seas leave Russia with the intention of travelling to Europe for three months. estuary.",0.38502532
1085,Insula se află la vărsarea Prutului în Dunăre și aparține de municipiul și județul Galați.,The island is now bushed into the Danube and belongs to the municipality and Galata county.,The island is now bushed into the Danube and belongs to the municipality and Galata terrorists.,0.655038,0.4544304,The island is now bushed into the Danube and belongs to the municipality and Galata county. Brahe,0.5373704
1086,"Poetul însuși are o ascendență meglenoromână, numeroase din poemele sale conservând cuvinte din acest dialect.","The people themselves have a meglenorohand rise, many of their stories conserving words from this dialect.","The people themselves have a meglenorohand rise, many of their stories conserving words attempt this dialect.",0.43488535,0.3975,"The people themselves have a meglenorohand rise, many of their stories conserving words from this dialect. standard",0.43274185
1087,Pe cușcă se află o platformă de lemn pe care se pot urca wrestleri ca să execute mișcări de mare impact.,Seal is a wooden platform on which wrestling can be performed to execute high impact movements.,Seal is a wooden platform on elderly wrestling can be performed to execute high impact movements.,0.43564248,0.34445274,Seal is a wooden platform on which wrestling can be performed to execute high impact movements. State.,0.3949101
1088,thumbValea Jiuzhaigou a fost declarată ca Patrimoniu Mondial de către UNESCO în 1992.,thumbValea JiuzHaigou was declared World Heritage by UNESCO in 1992.,"thumbValea 1887, was declared World Heritage by UNESCO in 1992.",0.8038935,0.44714576,thumbValea JiuzHaigou was declared World Heritage by UNESCO in 1992. succumb,0.5646864
1089,"În secolul IV, Imperiul Roman parcurgea o perioada de criză spirituală.","In the IV century, the Roman Empire went through a period of spiritual crisis.","In the IV century, the Roman Empire went through a period of spiritual Unfair",0.8914763,0.6326023,"In the IV century, the Roman Empire went through a period of spiritual crisis. problems",0.8276337
1090,Frontierele Elveției au rămas de atunci neschimbate.,The Swiss borders have since remained unchanged.,need Swiss borders have since remained unchanged.,0.91355866,0.6553425,The Swiss borders have since remained unchanged. caused,0.8045253
1091,"Există, de asemenea, mai multe grupuri lingvistice majore în limba chineză însăși.",There are also several major language groups in Chinese itself.,There are also several major language groups in Chinese happiness,0.73106545,0.72906137,"There are also several major language groups in Chinese itself. Univers,",0.63239115
1092,În jur de 2.240.000 de oameni erau mobilizați în cadrul unităților militare din nord.,Around 2.240.000 people were mobilised within the military units of the North.,Around 2.240.000 200 were mobilised within the military units of the North.,0.8921471,0.6424891,Around 2.240.000 people were mobilised within the military units of the North. Valerian,0.6447802
1093,Ofensiva Armatei Roșii a dus la cucerirea din mâinile germanilor a orașului Kirkenes.,Ofensiva The Red Army led to the blender of the Germans in Kirkenes.,Ofensiva The Red Army led to the blender invaders the Germans in Kirkenes.,0.56249756,0.47209397,"Ofensiva The Red Army led to the blender of the Germans in Kirkenes. Labour,",0.44235948
1094,Prima țară care a recunoscut diplomatic independența Estoniei a fost Islanda.,The first country to have diplomatic recognition of Estonia's independence was Iceland.,The first country to have diplomatic designated of Estonia's independence was Iceland.,0.8806832,0.66178894,The first country to have diplomatic recognition of Estonia's independence was Iceland. parachute.,0.6396627
1095,"Portul vechi al miresei se compunea din poale, spăcel și zadie albă.","The ancient heart of the lamb compasses from the poal, the snout and the white rumps.","The ancient heart of the lamb compasses increased. the poal, the snout and the white rumps.",0.26553613,0.23686694,"The ancient heart of the lamb compasses from the poal, the snout and the white rumps. rival.",0.2546194
1096,Apărarea împotriva atacurilor trupelor aeropurtate,Defence against attacks by airborne troops,Defence against attacks by airborne harsh,0.84451634,0.47283602,Defence against attacks by airborne troops 76,0.799982
1097,Rusia se revendică mare putere și ca având ambiții de potențială superputere.,Russia is also claiming great power as having ambitions of potential superpower.,rockets is also claiming great power as having ambitions of potential superpower.,0.823563,0.4488314,"Russia is also claiming great power as having ambitions of potential superpower. experts,",0.7151214
1098,"În august 2012, populația Scoției a ajuns la un nivel record de 5,25 de milioane de oameni.","In August 2012, the people of Scotland reached a record level of 5.3 million people.","In August 2012, the people of Scotland reached a record locomotives of 5.3 million people.",0.91232294,0.5841297,"In August 2012, the people of Scotland reached a record level of 5.3 million people. talk",0.8572892
1099,miniatura [[Proteu de peșterăOlmul poate fi găsit în peștera Postojna și în alte peșteri din țară.,the mindset (The Olbia cavity can be found in the Postojna cavity and other caves in the country.,the mindset (The Olbia cavity can Sunni found in the Postojna cavity and other caves in the country.,0.34770298,0.29145986,"the mindset (The Olbia cavity can be found in the Postojna cavity and other caves in the country. Ion,",0.32136354
