,original,translation
1827,"Sectorul industrial este dominat de industria navală, alimentară, farmaceutică, a tehnologiei informației, cea biochimică și a lemnului.","The industrial sector is dominated by the shipping, food, pharmaceutical, information technology, biochemical and wood industries."
1828,"Émile Zola a fost din copilărie pasionat de imagine, atras în mod spontan de artele grafice, iar apoi de fotografie.","Eight Zola was from childhood passive image, spontaneously attracted by the graphics arts, and then photo."
1829,"De fapt, Himmler nici nu participa de obicei la conferințele militare ale Führerului.","In fact, Himmler did not even usually participate in the Führeum military conferences."
1830,"A mai scris ''Lexiconul'', o culegere de expresii memorabile ale autorilor antici și ale părinților bisericii.","He has also written 'Lexiconul', a collection of memoriable expressions of church authors and parents."
1831,"Cartierul Cetate a fost dintotdeauna „inima”, centrul cultural, administrativ și politic al întregului oraș.","That is because, at the same time, there is a large number of small airports which have served served as an airport."
1832,"Între 1 și 4 martie, cele câteva submarine rămase la Massawa au scăpat de eventuala distrugere evadând spre sud.","Between 1 and 4 March, the few submarines remaining on Massawa escaped from possible destruction by evading in a southern direction."
1833,"Ca , trompa se mișcă prin contracții musculare precis coordonate.","Like this, it moves with precise coordinated muscle contraction."
1834,"Schițează scene trăite, dar tot timpul le modifică sub lupa romanului la care lucrează.","They make their livelihoods, but all the time they change them under the battle of the Roman in which they work."
1835,Avioanele de vânătoare olandeze au fost cele care au reușit să doboare 13 aparate de zbor germane.,It was the Dutch hunting aircraft that managed to break 13 German flying appliances.
1836,"Augurii puteau întrerupe orice activitate, ședințele politice și alegerile, dacă considerau că zeii nu sunt favorabili.","Augani was able to cut off any activity, political meetings and elections if they believed that the zeal was not favourable."
1837,"A fost, de fapt, sfârșitul țarismului, și primele alegeri pentru sovietul muncitorilor din Petrograd.","It was, in fact, the end of mosquitoism, and the first elections to the fate of the workers in Petrograde."
1838,"Alianța a încercat să aleagă președintele, unicul candidat la funcția de președinte fiind Marian Lupu, actualul președinte al PDM.","The Alliance sought to elect the President, the only candidate for President being Marian Lupu, the current Chairman of the MDM."
1839,"În momentele de criză militară, pachetele ajungeau cu greu.","At a time of military crisis, packages were hard to reach."
1840,"Acești lucrători au găsit câteva bucăti de aur sub o piatră, mai multe pietre de smarald și multe alte pietre scumpe.","These workers found several golden kitchens in a stone, several sandstone stones and many other expensive stones."
1841,"Principalul domeniu economic îl constituie , urmate de industrie și construcții.","The main economic area is this, followed by the industry and construction."
1842,"Ca istoric, Tacitus este profund subiectiv, iar ca om politic este partizan al clasei senatoriale.","As history, Tacitus is deeply subjective and as a political man, it is partisan of the senatorial class."
1843,Ea era pregătită de luptă indiferent de condițiile de vreme și de teren.,She was prepared to fight regardless of time and ground conditions.
1844,Statele europene au lansat mai multe planuri pentru împrumuturi de război până în 1914.,European states launched several plans for war loans until 1914.
1845,De obicei aceste depozite se dispun aproape pe întreaga suprafață a raionului ceea ce înlesnește exploatarea lor prin cariere deschise.,"They are usually available almost throughout the entire area of the raisin, which facilitates their exploitation via open quarries."
1846,thumbleft150pxCupa de propagandă a lui [[Catilina pentru alegerile consulare din 62 î.Hr.,his propaganda copper thumbleft150pxCup [Catalyn for consular elections 62 r.
1847,"Ca infrastructură, lungimea totală a drumurilor din municipiu este de 220,7 km cu o suprafață de 1.478,5 m².","As a infrastructure, the total road length in the municipality is 220,7 km with an area of 1.478,5 m brus."
1848,Însă și data aceasta ele vor avea mai multe surprize.,"However, this time, too, will come as many surprises."
1849,Gertrude Stein folosește termenul de „generație dezorientată”.,"This is because, as a matter of urgency, we have decided to adopt an agreement."
1850,"În Franța, reacțiile au fost puternice, cu declarații de „stupoare și tristețe” în tabăra revizionistă.","In France, the reactions were strong, with declarations by champion and sadness in the revisionist camp."
1851,Poate că nu am citat poemele cele mai semnificative.,Perhaps I did not quote the most significant stamps.
1852,Cel mai mare număr de zile cu viscol pe an este de 31 iar cel mai mic de 9 zile.,The highest number of days visually per year shall be 31 and less than 9 days.
1853,"În acele momente, Kluge era trecut deja de partea complotiștilor.","At that time, Kluge was already on the side of the accomplices."
1854,"Radio Cluj, emoția ce se aude, în volumul Microfonul cu inimă.","Radio Cluj, hearing emotion, in the volume of Heart Microphone."
1855,A fost legalizată căsătoria dintre persoanele de același sex în Anglia și Țară Galilor.,Sexual marriage in England and Wales has been legalised.
1856,"Apar partidele de dreapta, în timp ce spartakiștii au devenit liderii extremismului de stânga.","Right-wing parties are appealing, while spartakists became leaders of left-wing extremism."
1857,"La 2 iulie, muncitorii au răspuns cu o grevă generală în oraș, în zadar.","On 2 July, workers responded with a general strike in the city in vain."
1858,"Ovidiu Drimba, Istoria culturii și a civilizației, vol.","Ovidium Drimba, Istoria culture and civilisation, vol."
1859,Au fost de tipul E 16 b echipate cu becuri de 60 W montate pe locul vechilor corpuri de iluminat.,They were of type E 16 b equipped with 60 W light bulbs fitted to old luminaires.
1860,Hitler a acuzat Regatul Unit și Polonia că încearcă să „încercuiască” Germania și a denunțat la și .,Hitler accused the UK and Poland of attempting to adopt Germany and denounced in and.
1861,"Simion Movilă, care avea cu el oaste polonă, se dovedește neascultător față de Buzești și gruparea lor și vrea să conducă după voia lui.","Simion Movile, who had Polish bylaws with him, is proving uncultural towards Buzi and their grouping and wanting to drive after his will."
1862,Această teorie nu a fost în realitate contestată până în sec XV.,This theory has not actually been challenged until sec XV.
1863,"Dar din cauza crizei din 1929 fondurile sunt retrase, iar economia aparent prosperă se destabilizează.","But because of the 1929 crisis, the funds are being withdrawn and the apparently prosperous economy is destabilising."
1864,El servește și drept bază militară aeriană a Forțelor Aeriene ale Statelor Unite.,He also serves as the air military base of the United States' air forces.
1865,"În dreapta tindei se găsește a treia și cea din urmă încăpere, de obicei fără sobă și cu una sau două ferestre fixe.","There are three on the right of the plate and the latter room, usually without a stack and one or two fixed windows."
1866,"În India secolului VI î.en., la 29 de ani, Gautama Siddhartha, un prinț, era nesatisfăcut de viața sa.","In India, I was satisfied with his life in the 19th century with Gautama Siddhartha, a catch."
1867,Dorea să știe toată lumea că nu avea să devină viitorul Sulla.,He wanted to know that he would not become the future of Sulla.
1868,Oasele lungi ale membrelor au un os spongios în locul .,Long bones of limbs have a spongy bone in place.
1869,"Elefanții aparțin familiei Elephantidae, singura familie rămasă din ordinul Proboscidea, care aparține superordinului .","Elefers belong to the family Elephantidae, the only remaining family of the order Proboscidea, which belongs to the superorder."
1870,Elveția a fost o importantă bază de spionaj pentru ambele părți în conflict și adesea a mijlocit comunicațiile între Axă și Aliați.,Switzerland has been an important spying base for both sides in the conflict and often middle communications between the axis and the Alliance.
